"","biking","smoking","heart.disease"
"1",30.8012457056902,10.8966080237878,11.7694227799599
"2",65.129215165507,2.21956317569129,2.85408147801992
"3",1.95966453105211,17.5883305108873,17.1778034757926
"4",44.8001956157386,2.80255887506064,6.81664690867892
"5",69.4284536754712,15.9745045953896,4.06222352243168
"6",54.4036255460232,29.3331755213439,9.55004599703223
"7",49.0561619559303,9.06084577110596,7.62450698041603
"8",4.78460420155898,12.8350208034972,15.8546544341453
"9",65.7307882993482,11.9912972834427,3.06746173004763
"10",35.2574489386752,23.2776834309334,12.0984843702583
"11",51.8255674857646,14.4351183790714,6.43024815108675
"12",52.9361971635371,25.0748685661238,8.60827207541993
"13",48.7674784869887,11.0232709712582,6.72252380072458
"14",26.1668007872067,6.64574954903219,10.5978071174237
"15",10.5530749158934,5.99050630908459,14.0794783264219
"16",47.163716411218,14.0978371595265,8.74484530505964
"17",61.6852562502027,16.8408167293528,5.44334202544307
"18",33.9443941223435,5.75859518698417,9.16230641709494
"19",39.6976243732497,12.6628694300307,9.74718576998492
"20",63.1246982915327,22.9174799942411,5.85827788202521
"21",28.5101294391789,14.8551063596969,11.7247415950836
"22",18.5259731053375,26.4049774003215,16.028187666264
"23",24.4794696941972,26.9249606817029,15.0007154262729
"24",18.3586463392712,23.4319567959756,16.4882059298418
"25",30.3881837436929,16.9860863648355,12.3566075407919
"26",52.9852197542787,27.6890269808937,9.08844485083311
"27",60.5094481855631,3.98196209932212,3.21721427503126
"28",45.2471103458665,2.13747529429384,6.59371914791304
"29",48.5970443519764,10.3884264326189,6.65942020997238
"30",25.139770812355,5.8363727593096,11.4829370763788
"31",44.1730948546901,3.96760574460495,7.98222748153378
"32",61.1469464134425,27.7834059677552,7.72246246621572
"33",27.2678982103243,16.8532932157395,12.1648166466635
"34",49.5270998533815,15.2497308164602,8.02740434077529
"35",20.1972059831023,10.3314894742798,13.4165474256556
"36",18.811227961909,16.7534420299344,15.0873602306266
"37",67.3507646308281,23.8737267946126,5.27986337654166
"38",29.9044753648341,24.5845499070128,13.5076191559019
"39",14.0117597882636,21.0121418361086,15.9929864351303
"40",45.8154881536029,4.71612688153982,7.04062106502165
"41",31.4772513112985,22.1658254801296,13.2385261957841
"42",17.108203580603,1.35287826054264,11.53573538121
"43",9.6650824546814,3.50429632351734,12.8868167771747
"44",23.9330049781129,4.18586919049267,10.8944570773546
"45",22.6363011505455,13.6789828254841,13.4660327411507
"46",27.2474766909145,13.3797767800279,12.3288988994328
"47",20.7896015481092,19.455428589019,14.4157831080667
"48",46.6137151229195,9.24933256942313,6.80935463626214
"49",28.6226321943104,12.4827338671312,11.3683650382505
"50",21.1274982518516,18.9413482922828,14.8253623456031
"51",68.5743485274725,1.80470360477921,0.683926390933251
"52",41.6843666564673,13.0672050447902,9.08884928739137
"53",69.8795926403254,17.3516599001596,4.25648339455707
"54",9.8172769928351,23.8189948870568,17.8341328278145
"55",4.37928021745756,20.6629713529255,17.4118109159292
"56",28.6103779766709,1.14796205563471,10.0558054630651
"57",21.4600155539811,22.9760018186644,15.0086341011064
"58",27.6016558962874,4.38838035438675,10.8936852462994
"59",57.2305039279163,12.8049999531358,5.30681799949047
"60",26.3972817705944,7.76393045228906,11.0243251791491
"61",39.0104795377702,0.767680134158581,8.76392965163116
"62",11.5274866824038,6.73962196311913,14.6003016132045
"63",17.6842870265245,8.27800910745282,13.8021255059446
"64",19.9352527754381,6.0764382998459,11.6320722811067
"65",42.3100401284173,8.41239664924797,7.4630017410586
"66",1.11915412219241,19.5503582581878,17.7101909518723
"67",23.2768214615062,14.306634879671,13.266384972088
"68",14.9658160931431,12.8691531609511,15.3003823863531
"69",30.6633499544114,16.6632038237294,11.7531561510947
"70",22.9251827755943,24.5987872511614,16.1991180384793
"71",59.7703079869971,8.70076921628788,5.68568185248101
"72",70.4560608374886,12.7407108863117,2.90598716811847
"73",21.7503852020018,18.8575106594944,14.1798441550381
"74",49.3606863180175,23.2094801891362,9.46602603949768
"75",4.4872418534942,23.4189999882365,18.7669334230493
"76",14.6932691922411,17.8743935709354,16.3479313039816
"77",40.6116277654655,25.9937106202124,12.046643233447
"78",8.76419749297202,3.89904036093503,13.3730054728844
"79",56.7254120912403,16.1809773887508,6.73577092016331
"80",60.5511489589699,18.0652019373374,6.51670364512068
"81",64.3848925842904,10.5295309454668,4.56689452567824
"82",20.2627977221273,11.1787829748355,12.379073424809
"83",30.5200864141807,12.4334774210583,11.1407355007726
"84",30.4615424578078,29.8608106252505,14.329975883697
"85",3.70589388720691,21.4941885978915,17.8776919720104
"86",15.0824688239954,16.6152001309674,14.9359167492126
"87",30.9978419430554,29.0164263551123,13.7579866608137
"88",14.6254110718146,6.79834619548637,14.4789601185203
"89",28.1030612471513,14.7313504790654,12.7945548491403
"90",34.6802410804667,8.63810499710962,8.33171807008686
"91",6.94746344955638,26.1056582580786,18.6897979311701
"92",26.8606620482169,16.7194132083096,13.4876888717466
"93",41.0193228516728,12.9991873144172,10.2648899192485
"94",31.9327382529154,28.1828730357811,13.1737409698646
"95",69.8771469001658,26.3311967340996,6.0724854602172
"96",63.0298536731862,22.2471319455653,6.3567191693786
"97",21.349999321159,12.8558534980984,13.7996830434886
"98",3.81133785005659,17.7237881793408,18.4623513180431
"99",67.5141064450145,26.9553999132477,6.58268507904181
"100",12.5808934387751,16.9897825403605,14.8556848453271
"101",61.2321972334757,4.61355045193341,4.36160617054341
"102",64.3323040795512,29.4237378041726,7.70739764235553
"103",31.8724393374287,16.2418978252681,10.5260292802398
"104",11.9365617111325,3.48656715557445,14.3914483621106
"105",52.360268110875,19.8410769413458,7.81638863780601
"106",22.5166377252899,7.69517289474607,11.6647648408331
"107",49.7648216411471,3.57294409489259,6.26457436225485
"108",22.7926358953118,9.81682860350702,10.9117654596216
"109",49.7487477194518,20.4918307416374,8.70019787593581
"110",68.204122106079,2.19294452201575,1.96644819198129
"111",15.1851012306288,14.5203620839166,14.5878252598517
"112",58.0469012488611,15.7135850129416,6.55933582279416
"113",69.499688426964,23.16787482379,5.75365362826554
"114",2.61613450478762,4.31908037047833,14.8517766239557
"115",2.13634340045974,25.8401302666171,19.2426878407104
"116",25.7715705316514,28.5403472586768,14.4293484457953
"117",11.6156457848847,6.34552890877239,14.4114829581134
"118",17.1974562201649,20.7334558584262,15.1981843157351
"119",27.6816619285382,18.637008534628,11.5075951455664
"120",9.64809583639726,8.37003831728362,15.5763683376215
"121",65.6219560927711,14.1066234665923,4.04424691092626
"122",46.5562282288447,26.8937498218147,10.542790173343
"123",48.300472181756,12.0117869512178,7.29927744046323
"124",15.1412918115966,7.89374973147642,13.6191300065453
"125",71.5793510554358,18.9378854879178,4.0907648387677
"126",4.68124972516671,10.9882818640908,15.8685827807889
"127",22.4767227517441,25.9723232801771,14.8303439589133
"128",49.2962005212903,5.08878808107693,6.07379227677217
"129",17.6481354166754,27.1925635932712,15.1389680449694
"130",9.41377807455137,8.60853779083118,13.5250712447217
"131",64.9156681126915,10.889390592929,3.77438796683585
"132",3.95036719692871,6.35957962193061,14.6357693245841
"133",67.3424570639618,16.6226193103939,3.74449837382852
"134",71.2389548039064,25.194151793723,6.0015226708052
"135",70.3238783087581,26.2334742831299,5.23573120255346
"136",28.4249012758955,20.2084485548548,13.0038422884333
"137",73.7137324055657,14.101652235724,2.98906770183855
"138",56.0580316432752,8.20611587178428,5.52393102336802
"139",21.5881990026683,2.57349493331276,11.374289815669
"140",16.2761608348228,3.46344909677282,13.5987547533393
"141",26.9886899320409,15.8833259673556,12.9216725851983
"142",11.326814383734,9.23065494350158,14.5243489099665
"143",55.5805840911344,7.67130744655151,5.72682702460553
"144",50.6038023489527,28.9184712404385,10.6355905027589
"145",60.4017393402755,24.8321409651544,7.57261422706346
"146",71.486750644166,21.6373684086138,3.66842730828419
"147",37.9785071178339,13.9453442961676,10.1067938305787
"148",48.6921149003319,23.5640880891588,9.59909405152255
"149",40.0164002100937,7.81163491180632,7.65818703984018
"150",32.1485525486059,0.969084335607477,8.87398468628214
"151",12.3182829096913,26.890805850504,17.7585948067489
"152",31.6596669042483,21.3995087156072,12.0931243798311
"153",55.841893020086,2.24871616996825,4.50022730018201
"154",28.8269527466036,11.409866627655,12.8126370645201
"155",55.472286962904,5.26743781485129,4.91638344750468
"156",54.354033573065,16.3415201937314,7.59179727844881
"157",70.3316988674924,15.0588637106121,3.03743176946628
"158",54.0626091542654,20.3888136219466,8.05119510725396
"159",59.5756452921778,24.7926380763529,8.51992786276076
"160",2.81820416497067,23.2461404720088,18.4829597730049
"161",30.4603349822573,2.5256544156,8.93658293764611
"162",22.3434495115653,23.20464246138,15.9085493232313
"163",14.6968860193156,9.8316822310444,13.2582034694961
