File name,Grain #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
images/grains\grains1.jpg,1,,15171.5,138.9854443923878,1.6902060836306652,480.4002806743274,304.2951017773426,3324.0790027001885,1,201.90210262663547,254
images/grains\grains1.jpg,2,,173.0,14.841510746523857,-54.75585885747032,16.633446814750858,13.55265777613738,56.55939751330898,65,215.78757225433526,246
images/grains\grains1.jpg,3,,127.25,12.728697186576065,64.40832946597688,13.774949585263624,12.04814992074676,43.92031021678298,73,220.71119842829077,248
images/grains\grains1.jpg,4,,107.75,11.71288013023329,-89.67764995411876,15.071465092106914,9.433144120272539,44.04163056034262,62,211.44083526682135,251
images/grains\grains1.jpg,5,,113.0,11.994835078277376,21.90756012949522,14.177659660062325,11.124026544531501,49.33452377915607,56,217.6283185840708,248
images/grains\grains1.jpg,6,,5.5,2.6462837142006137,-31.140760320724368,4.805016279168954,1.8052495658323455,9.949747468305834,36,197.54545454545453,250
images/grains\grains1.jpg,7,,51.0,8.058239062071396,33.33267031982694,9.929778837780523,7.056306176871502,31.33147545195113,55,211.33333333333334,248
images/grains\grains1.jpg,8,,455.75,24.08897927503468,-46.45299410456935,43.316818896284616,16.694199265845583,123.3436687607709,1,214.2358749314317,250
images/grains\grains1.jpg,9,,317.0,20.090219901261573,-13.504118019407096,25.49477266383586,17.55588279522721,84.2193000900063,53,217.47082018927443,247
images/grains\grains1.jpg,10,,281.5,18.931902488734416,-87.40035016269391,19.600794887889588,19.365656291287365,71.56244584051393,91,220.56039076376555,246
images/grains\grains1.jpg,11,,51.25,8.07796550300118,-47.55047243560463,9.835026517034906,7.309212769055973,29.384776310850235,82,215.41463414634146,242
images/grains\grains1.jpg,12,,173.75,14.873646859386387,-78.34723693717082,17.391898481977456,13.447184565394403,56.97361107568208,80,218.4748201438849,253
images/grains\grains1.jpg,13,,327.75,20.42802635564556,-4.565528147444156,23.25773771554281,18.36403444885082,74.59797974644667,69,226.9389778794813,254
images/grains\grains1.jpg,14,,150.0,13.81976597885342,32.19524308862982,15.956920891463957,12.433540574555447,51.00914498161482,71,215.59833333333333,248
images/grains\grains1.jpg,15,,82.25,10.233472165128859,54.8138975799751,13.00061423153481,9.816866141519691,49.198484809834994,69,215.3920972644377,247
images/grains\grains1.jpg,16,,49.0,7.898654169668588,53.14940955153305,9.494636507832872,6.807273044117113,28.417261889578032,72,219.33163265306123,243
images/grains\grains1.jpg,17,,281.25,18.9234939151512,-81.01713997609642,20.643107063864214,17.719760870783233,67.76955262170047,54,217.78844444444445,248
images/grains\grains1.jpg,18,,90.0,10.704744696916627,31.531858052387072,12.53754949124601,9.549890486812531,39.21320343559643,66,212.875,247
images/grains\grains1.jpg,19,,180.5,15.159806655254442,87.78306611264433,17.507202052266624,13.423222994137797,54.66295090390226,71,221.16620498614958,248
images/grains\grains1.jpg,20,,32.5,6.432750982580687,40.85826441344368,8.10065267789781,5.345662969417318,24.263455967290593,89,205.4923076923077,250
images/grains\grains1.jpg,21,,30.5,6.231677632421503,88.40430187766863,7.548604427486196,5.412247436382357,22.917261889578032,56,201.71311475409837,244
images/grains\grains1.jpg,22,,48.0,7.817640190446719,-35.59062505648401,10.702518007671534,6.040117384429608,29.470562748477143,81,215.86979166666666,246
images/grains\grains1.jpg,23,,242.0,17.55346033766304,13.605874353518686,20.26689244279074,15.460486236744352,63.30203820042827,59,216.75413223140495,244
images/grains\grains1.jpg,24,,45.25,7.590394548326596,-70.47747241214977,10.466034206980254,5.927262199990799,28.088834764831844,63,207.85635359116023,240
images/grains\grains1.jpg,25,,44.5,7.527227892173502,37.315999177147916,9.927141050400191,6.386494187754847,29.763455967290597,42,196.75842696629215,239
images/grains\grains1.jpg,26,,177.25,15.022706457370044,31.249148673179743,16.974900655643715,13.437480267430464,53.23401871576773,32,219.20169252468264,250
images/grains\grains1.jpg,27,,200.0,15.957691216057308,-56.654853211502264,24.480898533358154,12.27262785630782,75.2726009489054,71,214.35375,247
images/grains\grains1.jpg,28,,187.75,15.461265295053533,-29.790530414748414,18.97023310638767,14.050549258205493,67.35533905932738,61,215.54860186418108,241
images/grains\grains1.jpg,29,,67.75,9.287732724180174,-67.3049171757395,10.459397655778913,8.429611342877863,32.53858223313768,67,212.28782287822878,243
images/grains\grains1.jpg,30,,195.0,15.756957549709801,88.5864844119539,21.184272071349188,11.908173320181872,59.81980515339464,56,214.99102564102563,239
images/grains\grains1.jpg,31,,127.25,12.728697186576065,-22.8374319549132,15.274210752746885,11.209392216752164,47.93807716974934,40,214.76817288801573,241
images/grains\grains1.jpg,32,,384.5,22.12601647271081,84.49789218615874,27.88243878105799,18.123185379113977,83.26955262170048,77,213.16905071521455,236
images/grains\grains1.jpg,33,,105.75,11.603666741842574,-18.311561669446956,15.936629298225975,9.080076613337132,46.64518395093589,23,213.02836879432624,239
images/grains\grains1.jpg,34,,73.25,9.657370069115643,21.550101726684066,13.051443361868097,8.06711184258832,40.00609665440987,28,205.50170648464163,244
images/grains\grains1.jpg,35,,2.25,1.692568750643269,3.4117324194295833,4.856810210486323,0.5591324952254534,4.103553390593274,169,180.77777777777777,197
images/grains\grains1.jpg,36,,27.75,5.944106103225343,-25.349497136847003,6.4312101749740975,5.882253178628682,21.020815280171306,70,205.2072072072072,249
images/grains\grains1.jpg,37,,106.5,11.64474179680661,87.33082069855381,13.826789225810474,10.005353577778935,40.884776310850235,124,215.61737089201878,239
images/grains\grains1.jpg,38,,66.25,9.18434101276213,-48.328130853337306,11.03666330233179,8.225866032201559,34.02386360737625,36,208.86037735849055,248
images/grains\grains1.jpg,39,,175.5,14.948362455500638,68.5435700386721,18.707184579738602,12.484530549276107,61.526911934581186,8,209.03133903133903,240
images/grains\grains1.jpg,40,,143.75,13.528790949515026,-57.77148693658625,16.067489080221062,11.793427487251218,50.026911934581186,84,214.43130434782609,242
images/grains\grains1.jpg,41,,71.5,9.541311620975605,-30.350925887634613,12.26070969498361,7.841506138467635,36.09188309203679,49,207.36013986013987,244
images/grains\grains1.jpg,42,,73.0,9.640875829802336,-55.76445035883367,11.558496087258959,8.403130703417709,35.50609665440987,49,209.8904109589041,240
images/grains\grains1.jpg,43,,166.75,14.57095378088162,77.50897916021528,20.18458051251052,11.160123426611639,59.8700576850888,65,213.48275862068965,238
images/grains\grains1.jpg,44,,258.75,18.150777729899712,48.34233604175085,19.582459798856654,17.34481125435641,69.34062043356596,52,213.47246376811594,242
images/grains\grains1.jpg,45,,45.5,7.611333607551958,78.46556878234063,10.731289709608486,5.772487272396521,28.849242404917497,87,206.3846153846154,246
images/grains\grains1.jpg,46,,34.0,6.579524642479541,68.83295002975491,9.690624189521614,4.919958299484828,25.83147545195113,64,197.89705882352942,240
images/grains\grains1.jpg,47,,137.0,13.207339536360731,-36.207056244276515,17.453763518785916,10.68226120899741,52.55939751330898,36,202.22262773722628,240
images/grains\grains1.jpg,48,,214.75,16.5356642513047,53.98252687864314,19.47647553152156,14.971525046722883,66.01219330881976,70,208.71129220023283,236
images/grains\grains1.jpg,49,,18.5,4.853342309955121,83.9434469944587,5.8350641472781275,4.187386197679329,16.67462120245875,88,204.64864864864865,241
images/grains\grains1.jpg,50,,53.25,8.234075889688375,75.33066993262452,9.69254237655762,7.223349373542897,30.47056274847714,101,214.66197183098592,238
images/grains\grains1.jpg,51,,33.0,6.4820448144285745,19.756288923252413,7.743511284567296,5.6430733866013725,24.056349186104047,85,209.2651515151515,243
images/grains\grains1.jpg,52,,399.0,22.539356209735228,-48.39984814965518,24.872258724211232,20.666893535793598,81.89392129246505,60,213.70739348370927,239
images/grains\grains1.jpg,53,,38.25,6.978639737521917,83.18375262901691,8.496197219495391,5.990083719656006,24.485281374238568,63,202.03267973856208,236
images/grains\grains1.jpg,54,,32.75,6.457444935117649,-80.58553950777348,8.533459534421251,4.963036573546393,22.192388155425114,137,211.57251908396947,240
images/grains\grains1.jpg,55,,71.75,9.557977680176279,-57.59308599544368,13.59808066185821,7.664999676367431,38.97056274847714,67,200.83623693379792,237
images/grains\grains1.jpg,56,,70.75,9.491137855389772,-59.149748609473406,14.64868165585818,6.643793753593527,40.420310216782966,79,205.5512367491166,238
images/grains\grains1.jpg,57,,28.0,5.970821321441846,-69.84038980377495,9.362893608010346,4.1370956019619465,23.31370849898476,63,206.66964285714286,241
images/grains\grains1.jpg,58,,69.0,9.373021315815206,83.01701130310668,16.13387753904837,6.067185053662489,41.798989873223334,48,202.38768115942028,235
images/grains\grains1.jpg,59,,101.5,11.368105109938904,80.42726263617769,12.156823308288391,10.822134025038894,41.04163056034261,75,213.92610837438423,242
images/grains\grains1.jpg,60,,75.0,9.772050238058398,-88.50900609799288,11.241561886782058,8.985924654770066,37.02386360737625,43,211.36666666666667,236
images/grains\grains1.jpg,61,,54.0,8.291859587312052,-77.00622641040391,10.41946180248037,6.9552920885798795,31.091883092036785,96,206.05555555555554,244
images/grains\grains1.jpg,62,,204.0,16.11647812414279,-77.23277150055189,22.607294423617784,13.317536327354391,73.73706704297267,63,206.06495098039215,239
images/grains\grains1.jpg,63,,250.25,17.850159553067712,30.705810240099215,22.01477569332134,15.128587529221804,72.0477272147525,54,206.47652347652348,237
images/grains\grains1.jpg,64,,196.25,15.807379942744328,-80.37623458135886,18.344401195905913,14.050883209877226,61.30508652763321,63,216.36815286624204,249
images/grains\grains1.jpg,65,,144.0,13.540550005146152,-20.076817135200667,14.943168211483103,12.775359626986852,52.61269837220809,45,210.07465277777777,239
images/grains\grains1.jpg,66,,54.25,8.311031542587394,72.34385879071445,8.752836589363305,8.104651340687253,29.970562748477143,80,209.45622119815667,236
images/grains\grains1.jpg,67,,264.75,18.360015508398526,75.11560742450712,21.020784849043174,16.73969481521676,76.34062043356595,59,210.452313503305,240
images/grains\grains1.jpg,68,,129.0,12.815923738491737,-72.5319557529376,14.223814354277113,11.930206249583948,47.04163056034262,40,209.00968992248062,239
images/grains\grains1.jpg,69,,85.25,10.418429401242426,-41.75785041208958,10.999898895204751,10.283594752987266,38.83452377915607,41,205.14076246334312,232
images/grains\grains1.jpg,70,,43.5,7.442171739215616,53.18049009652176,11.559295638958895,5.218397611297944,30.884776310850235,46,190.88505747126436,237
images/grains\grains1.jpg,71,,23.5,5.4700209598571305,58.31394931633218,6.805889259704701,4.7233963910544725,20.106601717798213,118,207.51063829787233,239
images/grains\grains1.jpg,72,,99.5,11.255546841497692,52.76750448220196,17.723372170866128,7.348404291833167,46.31980515339464,40,197.29396984924622,244
images/grains\grains1.jpg,73,,62.25,8.902761462589227,65.8583417181741,11.833998018907826,7.336348491353014,36.59188309203678,66,202.8835341365462,236
images/grains\grains1.jpg,74,,88.0,10.585134856802455,-71.3282467620607,12.904520465136855,9.052542509890605,38.92031021678297,57,210.89772727272728,240
images/grains\grains1.jpg,75,,33.5,6.530966601401967,35.17036035670797,7.982337183567449,5.551440595634284,22.899494936611664,65,198.07462686567163,232
images/grains\grains1.jpg,76,,52.75,8.19532708223289,-27.25525322065586,9.1530385869852,7.707243188690307,28.727922061357855,40,197.83412322274881,233
