,FileName,Grain #,Unnamed: 2,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity,grain_category
0,images/grains\grains1.jpg,1,,776.25,31.43806922507599,-1.5685421786284723,378.4540764630018,213.51939301386886,889.7843609818366,1,122.54911433172305,241,large
1,images/grains\grains1.jpg,2,,101.5,11.368105109938906,73.37074773711271,15.13443508639541,9.386621852725003,44.313708498984774,104,219.8793103448276,241,large
2,images/grains\grains1.jpg,3,,65.5,9.13220620552083,34.97361755712111,9.870073923880609,8.852304604891318,31.435028842544398,78,218.9923664122137,240,small
3,images/grains\grains1.jpg,4,,21.75,5.262410103554244,-9.781225039642845,8.476846240891758,3.668719130285808,19.260407640085653,116,216.55172413793102,248,small
4,images/grains\grains1.jpg,5,,19.25,4.950743503369153,-5.624209400997717,7.460760871372597,3.9669394623158976,19.399494936611664,103,206.57142857142856,244,small
5,images/grains\grains1.jpg,6,,17.0,4.652426491681278,-3.113646815144148,7.1035894365524594,3.166802250545956,16.121320343559642,82,207.54411764705884,248,small
6,images/grains\grains1.jpg,7,,65.0,9.09728368293446,-78.48496672017585,10.777527953684931,7.8083503375887355,32.263455967290604,97,225.28846153846158,250,small
7,images/grains\grains1.jpg,8,,31.25,6.3078313050504,25.68913153235391,7.248766911200828,6.133148153035273,22.60660171779821,103,212.28,247,small
8,images/grains\grains1.jpg,9,,65.25,9.114761669619748,6.087963705143357,11.249076518881042,8.18411191906595,34.24568901432423,51,219.18773946360156,247,small
9,images/grains\grains1.jpg,10,,27.25,5.890312181373173,3.6355815877178377,9.631214731215133,3.931092662290516,22.76040764008565,72,211.2201834862385,242,small
10,images/grains\grains1.jpg,11,,82.75,10.264529815185627,-3.9364639703817184,12.72827491814408,8.753286171708615,37.899494936611674,79,223.70392749244712,244,small
11,images/grains\grains1.jpg,12,,123.75,12.552425807826008,16.008723529306202,17.964396583206078,9.804836835131043,50.42031021678297,65,215.2161616161616,250,large
12,images/grains\grains1.jpg,13,,32.0,6.383076486422922,4.1379157551664445,15.102089511609133,2.965769523702144,32.07106781186548,43,206.484375,243,small
13,images/grains\grains1.jpg,14,,10.5,3.656366395715726,5.336496194497223,4.989251570861388,2.9548183580547023,13.053300858899107,165,222.73809523809524,245,small
14,images/grains\grains1.jpg,15,,50.75,8.038464212479239,18.88726023723124,12.230037582420746,6.8070413634542515,34.12436867076458,1,201.04433497536945,250,small
15,images/grains\grains1.jpg,16,,60.5,8.77673016883152,2.2592125974749924,23.740874454237968,3.742041220825899,50.0208152801713,36,216.59504132231405,245,small
16,images/grains\grains1.jpg,17,,16.75,4.618090771554191,-12.163037944143099,5.726794823620995,3.828873221450716,15.192388155425114,92,209.17910447761196,245,small
17,images/grains\grains1.jpg,18,,88.0,10.585134856802458,-6.6729815582412995,12.204161852149054,10.458991204681624,43.781222920256965,79,221.17329545454547,254,small
18,images/grains\grains1.jpg,19,,24.5,5.585191925620056,6.9795705128017165,8.742754139925552,4.057416139073726,21.36396103067893,86,223.4795918367347,249,small
19,images/grains\grains1.jpg,20,,22.75,5.382025607773058,-1.4166653144578942,8.262607062668756,3.8772765346813576,20.19238815542512,120,216.9010989010989,246,small
20,images/grains\grains1.jpg,21,,69.5,9.40692023773423,-10.866031952590902,14.868646813047205,6.985133198636872,41.281222920256965,88,222.11510791366908,249,small
21,images/grains\grains1.jpg,22,,109.25,11.794126515444734,77.36060713237192,12.697896465844588,12.060184474074788,44.17766952966369,22,220.10755148741416,254,large
22,images/grains\grains1.jpg,23,,123.25,12.527041705391134,-84.23045384985983,22.496602053777533,7.615983523167827,53.263455967290604,63,233.0446247464503,251,large
23,images/grains\grains1.jpg,24,,69.0,9.373021315815206,32.58441941433937,11.181340507016952,7.990230067716137,33.71320343559643,61,217.518115942029,247,small
24,images/grains\grains1.jpg,25,,71.25,9.52461639974967,-78.71114491548265,12.346861145374653,7.524083820581738,34.67766952966369,93,219.9578947368421,248,small
25,images/grains\grains1.jpg,26,,230.75,17.14059581658814,53.448083691850115,21.07114495115513,14.63631095563428,66.63046532517447,65,225.72914409534127,254,large
26,images/grains\grains1.jpg,27,,194.25,15.726626515715484,69.95460947260537,21.964458866294876,12.319414487621215,66.73706704297268,77,216.8069498069498,250,large
27,images/grains\grains1.jpg,28,,1.0,1.1283791670955126,-90.00003218077505,2.23606797749979,0.0,1.0,170,173.75,181,small
